title,url,publication_date,summary,source_id,category_id,author_id,source_type,title_preprocesado,preprocesado,bert,bert_label
EE. UU. señala que ordenes de captura contra Rubén Zamora y Alfredo Cristiani no ayudan con la búsqueda de justicia,https://www.contrapunto.com.sv/ee-uu-senala-que-ordenes-de-captura-contra-ruben-zamora-y-alfredo-cristiani-no-ayudan-con-la-busqueda-de-justicia/,2023-12-26T20:31:47-06:00,El gobierno de Estados Unidos expresó preocupación por la reciente decisión del Juzgado de Instrucción de San Francisco Gotera de emitir órdenes de arresto contra exdiputados y un ex presidente de la junta directiva de la Asamblea Legislativa en 1993. ,Diario Digital Contra Punto,Sociedad,,Web Page,ee uu señala ordenes captura rubén zamora alfredo cristiani ayudan búsqueda justicia,gobierno unidos expresó preocupación reciente decisión juzgado instrucción san francisco gotera emitir órdenes arresto exdiputados ex presidente junta directiva asamblea legislativa 1993,1 star,NEGATIVA
"DOM Inicia remodelación de unidad de salud de Azacualpa, en Chalatenango",https://www.contrapunto.com.sv/dom-inicia-remodelacion-de-unidad-de-salud-de-azacualpa-en-chalatenango/,2023-12-31T16:33:56-06:00,"En la unidad de salud de Azacualpa, la DOM remodelará laboratorios, la unidad de enfermería, de bodegas, espacios para archivos clínicos, entre otros.",Diario Digital Contra Punto,Política,,Web Page,dom inicia remodelación unidad salud azacualpa chalatenango,unidad salud azacualpa dom remodelará laboratorios unidad enfermería bodega espacios archivos clínicos,4 stars,NEUTRAL
"DOM entrega 1.6 km de calles renovadas en El Tránsito, San Miguel",https://www.contrapunto.com.sv/dom-entrega-1-6-km-de-calles-renovadas-en-el-transito-san-miguel/,2023-12-31T15:18:41-06:00,"La calle desde el cantón La Primavera hacia el casco urbano del municipio de El Tránsito, San Miguel, de 1.6 kilómetros, fue recuperada por la DOM.",Diario Digital Contra Punto,Política,,Web Page,dom entrega 16 km calles renovadas tránsito san miguel,calle cantón primavera hacia casco urbano municipio tránsito san miguel 16 kilómetros recuperada dom,1 star,NEGATIVA
"Tacuba, Ahuachapán, recibe el inicio de obra de mejoramiento vial",https://www.contrapunto.com.sv/tacuba-ahuachapan-recibe-el-inicio-de-obra-de-mejoramiento-vial/,2023-12-31T07:05:48-06:00,"En este proyecto, la DOM intervendrá 5.3 kilómetros de calle con superficie de concreto hidráulico en Tacuba, del departamento de Ahuachapán.",Diario Digital Contra Punto,Política,,Web Page,tacuba ahuachapán recibe inicio obra mejoramiento vial,proyecto dom intervendrá 53 kilómetros calle superficie concreto hidráulico tacuba departamento ahuachapán,4 stars,NEUTRAL
Uruguay transforma zoológicos en paseos temáticos,https://www.contrapunto.com.sv/uruguay-transforma-zoologicos-en-paseos-tematicos/,2023-12-29T09:48:35-06:00,"Los parques zoológicos, poblados de animales salvajes, exóticos y algunos domésticos empiezan a ser historia en Uruguay.",Diario Digital Contra Punto,Internacionales,,Web Page,uruguay transforma zoológicos paseo temáticos,parques zoológicos poblados animales salvajes exóticos domésticos empiezan ser historia uruguay,5 stars,POSITIVA
En 2023 aumentaron los asesinatos de periodistas en zonas de conflicto,https://www.contrapunto.com.sv/en-2023-aumentaron-los-asesinatos-de-periodistas-en-zonas-de-conflicto/,2023-12-26T07:38:50-06:00,"Durante 2023, «65 periodistas fueron asesinados mientras ejercían su profesión», informó la UNESCO, la agencia de la ONU.",Diario Digital Contra Punto,Internacionales,,Web Page,2023 aumentaron asesinatos periodistas zona conflicto,2023 65 periodistas asesinados mientras ejercían profesión informó unesco agencia onu,1 star,NEGATIVA
Bukele encuentra imitadores en Sudamérica,https://www.contrapunto.com.sv/bukele-encuentra-imitadores-en-sudamerica/,2023-12-22T21:03:09-06:00,"El presidente de Paraguay, Santiago Peña, reveló que se inspiró en la estrategia de su colega de El Salvador, Nayib Bukele, para montar el operativo que le permitió recuperar el control de la cárcel de Tacumbú.",Diario Digital Contra Punto,Internacionales,,Web Page,bukele encuentra imitadores sudamérica,presidente paraguay santiago peña reveló inspiró estrategia colega salvador nayib bukele montar operativo permitió recuperar control cárcel tacumbú,5 stars,POSITIVA
Feliz 2024,https://www.contrapunto.com.sv/feliz-2024/,2024-01-01T13:07:49-06:00,,Diario Digital Contra Punto,Opinión,,Web Page,feliz 2024,,2 stars,NEUTRAL
Mis mejores deseos para el 2024,https://www.contrapunto.com.sv/mis-mejores-deseos-para-el-2024/,2023-12-31T12:39:05-06:00,"""Deseo que perdonés y que te perdonés para comenzar el 2024 con una página limpia"": Nelson López Rojas. ",Diario Digital Contra Punto,Opinión,,Web Page,mejores deseos 2024,deseo perdonés perdonés comenzar 2024 página limpia nelson lópez rojas,1 star,NEGATIVA
"2023, ilustración de Allan McDonald",https://www.contrapunto.com.sv/2023-ilustracion-de-allan-mcdonald/,2023-12-30T12:52:50-06:00,,Diario Digital Contra Punto,Opinión,,Web Page,2023 ilustración allan mcdonald,,2 stars,NEUTRAL
"Candidato a la vicepresidencia, Félix Ulloa, señala que oposición no tiene propuestas sólidas",https://www.contrapunto.com.sv/candidato-a-la-vicepresidencia-felix-ulloa-senala-que-oposicion-no-tiene-propuestas-solidas/,2023-12-30T01:44:07-06:00,"Candidato a la vicepresidencia, Félix Ulloa, lamenta falta de oposición estructurada con propuestas para enriquecer el debate democrático en El Salvador.",Diario Digital Contra Punto,Elecciones El Salvador,,Web Page,candidato vicepresidencia félix ulloa señala oposición propuestas sólidas,candidato vicepresidencia félix ulloa lamenta falta oposición estructurada propuestas enriquecer debate democrático salvador,1 star,NEGATIVA
"$9,068.7 millones asignan al Presupuesto General del Estado 2024",https://www.contrapunto.com.sv/9068-7-millones-asignan-al-presupuesto-general-del-estado-2024/,2023-12-21T13:32:21-06:00,"Los fondos aprobados priorizan la salud, educación y seguridad. Y la brecha presupuestaria es de $338.6 millones, que sería financiada con préstamos o bonos internacionales.",Diario Digital Contra Punto,Economía,,Web Page,90687 millones asignan presupuesto general 2024,fondos aprobados priorizan salud educación seguridad brecha presupuestaria 3386 millones financiada préstamos bonos internacionales,4 stars,NEUTRAL
COASPAE de R.L finaliza promoción INNOVA 2022 con la rifa de camioneta BMW x5 2023,https://www.contrapunto.com.sv/coaspae-de-r-l-finaliza-promocion-innova-2022-con-la-rifa-de-camioneta-bmw-x5-2023/,2023-12-21T10:50:50-06:00,"“Esta rifa es solo el comienzo; estamos emocionados por el futuro que construiremos juntos”, expresó la institución financiera.
",Diario Digital Contra Punto,Economía,,Web Page,coaspae rl finaliza promoción innova 2022 rifa camioneta bmw x5 2023,rifa solo comienzo emocionados futuro construiremos junto expresó institución financiera,1 star,NEGATIVA
"Ordenan detención contra Rubén Zamora, Alfredo Cristiani y otros por Amnistía de 1993",https://www.contrapunto.com.sv/ordenan-detencion-contra-ruben-zamora-alfredo-cristiani-y-otros-por-amnistia-de-1993/,2023-12-23T14:33:01-06:00,El Juzgado de Instrucción de San Francisco Gotera decretó la detención provisional contra el expresidente Alfredo Félix Cristiani Burkard y exdiputados de la junta directiva de la Asamblea Legislativa de 1993.,Diario Digital Contra Punto,Sociedad,,Web Page,ordenan detención rubén zamora alfredo cristiani amnistía 1993,juzgado instrucción san francisco gotera decretó detención provisional expresidente alfredo félix cristiani burkard exdiputados junta directiva asamblea legislativa 1993,1 star,NEGATIVA
32 menores fueron rescatados de 177 establecimientos nocturnos,https://www.contrapunto.com.sv/32-menores-fueron-rescatados-de-177-establecimientos-nocturnos/,2023-12-22T16:12:38-06:00,"11 niños y niñas, y 21 adolescentes fueron rescatados de establecimientos de diversión nocturna, en un operativo desarrollado en los 14 departamentos del país.
",Diario Digital Contra Punto,Sociedad,,Web Page,32 menores rescatados 177 establecimientos nocturnos,11 niños niñas 21 adolescentes rescatados establecimientos diversión nocturna operativo desarrollado 14 departamentos país,1 star,NEGATIVA
MARN: Temperaturas bajas se mantendrán hasta el jueves,https://www.contrapunto.com.sv/marn-temperaturas-bajas-se-mantendran-hasta-el-jueves/,2023-12-20T15:57:05-06:00,"El Ministro de Medio Ambiente, Fernando López, alertó sobre la presencia de Vientos Nortes, los cuales se prolongarán hasta el 21 de diciembre, trayendo consigo notables descensos de temperatura. ",Diario Digital Contra Punto,Sociedad,,Web Page,marn temperaturas bajas mantendrán jueves,ministro medio ambiente fernando lópez alertó presencia vientos nortes cuales prolongarán 21 diciembre trayendo consigo notable descensos temperatura,1 star,NEGATIVA
"Reprograman vista pública para el 10 de enero, en caso de difamación contra Héctor Silva ",https://www.contrapunto.com.sv/reprograman-vista-publica-para-el-10-de-enero-en-caso-de-difamacion-contra-hector-silva/,2023-12-19T16:46:46-06:00,"La vista pública fue nuevamente reprogramada para el 10 de enero. El diputado Christian Guevara sostiene que son “tácticas dilatorias”, mientras que Silva alega que necesita una “defensa técnica competente”.",Diario Digital Contra Punto,Sociedad,,Web Page,reprograman vista pública 10 enero caso difamación héctor silva,vista pública nuevamente reprogramada 10 enero diputado christian guevara sostiene tácticas dilatorias mientras silva alega necesita defensa técnica competente,1 star,NEGATIVA
"DOM renueva calle principal del caserío Cocobano, de San Rafael Cedros",https://www.contrapunto.com.sv/dom-renueva-calle-principal-del-caserio-cocobano-de-san-rafael-cedros/,2023-12-31T06:53:51-06:00,"Más de 1,250 habitantes del cantón Palacios, de San Rafael Cedros, en Cuscatlán, fueron beneficiados con 1.3 km de calles renovadas por la DOM.",Diario Digital Contra Punto,Política,,Web Page,dom renueva calle principal caserío cocobano san rafael cedros,1250 habitantes cantón palacios san rafael cedros cuscatlán beneficiados 13 km calles renovadas dom,5 stars,POSITIVA
"DOM beneficiará a más de 18,400 habitantes de Jucuapa con la construcción de moderno polideportivo",https://www.contrapunto.com.sv/dom-beneficiara-a-mas-de-18400-habitantes-de-jucuapa-con-la-construccion-de-moderno-polideportivo/,2023-12-30T13:11:47-06:00,"Las cuadrillas de la DOM construyen un moderno polideportivo en Jucuapa, del departamento de Usulután.
",Diario Digital Contra Punto,Política,,Web Page,dom beneficiará 18400 habitantes jucuapa construcción moderno polideportivo,cuadrillas dom construyen moderno polideportivo jucuapa departamento usulután,5 stars,POSITIVA
VMT reporta 21 detenidos y 37 sancionados por conducir bajo influencia del alcohol,https://www.contrapunto.com.sv/vmt-reporta-21-detenidos-y-37-sancionados-por-conducir-bajo-influencia-del-alcohol/,2023-12-30T12:05:16-06:00,"VMT reporta 21 detenidos a nivel nacional por conducción peligrosa y 37 sancionados debido a niveles de alcohol entre 50 y 99 miligramos por decilitro, tras pruebas de aire espirado.",Diario Digital Contra Punto,Política,,Web Page,vmt reporta 21 detenidos 37 sancionados conducir bajo influencia alcohol,vmt reporta 21 detenidos nivel nacional conducción peligrosa 37 sancionados debido niveles alcohol 50 99 miligramos decilitro tras pruebas aire espirado,1 star,NEGATIVA
"La DOM inicia mejoramiento de calles rurales de Tepetitán, San Vicente",https://www.contrapunto.com.sv/la-dom-inicia-mejoramiento-de-calles-rurales-de-tepetitan-san-vicente/,2023-12-29T16:22:39-06:00,Las obras comprenden la renovación con superficie de concreto hidráulico de más de 2.5 km desde la calle del casco urbano de Tepetitán al cantón La Virgen.,Diario Digital Contra Punto,Política,,Web Page,dom inicia mejoramiento calles rurales tepetitán san vicente,obras comprenden renovación superficie concreto hidráulico 25 km calle casco urbano tepetitán cantón virgen,4 stars,NEUTRAL
"Habilitan paso elevado vehicular en Redondel Integración, de San Salvador hacia Quezaltepeque",https://www.contrapunto.com.sv/habilitan-paso-elevado-vehicular-en-redondel-integracion-de-san-salvador-hacia-quezaltepeque/,2023-12-29T14:57:54-06:00,"El proyecto Integración tiene un 90 % de avance, indicó el ministro de Obras Públicas, Romeo Herrera.",Diario Digital Contra Punto,Política,,Web Page,habilitan paso elevado vehicular redondel integración san salvador hacia quezaltepeque,proyecto integración 90 avance indicó ministro obras públicas romeo herrera,4 stars,NEUTRAL
DOM inicia completa renovación vial del municipio fronterizo de Concepción de Oriente,https://www.contrapunto.com.sv/dom-inicia-completa-renovacion-vial-del-municipio-fronterizo-de-concepcion-de-oriente/,2023-12-29T13:22:10-06:00,"Más de 5.4 kilómetros de calles urbanas de Concepción de Oriente, de La Unión, comenzaron a ser intervenidas sumando la cuarta obra que impulsa el Gobierno central.",Diario Digital Contra Punto,Política,,Web Page,dom inicia completa renovación vial municipio fronterizo concepción oriente,54 kilómetros calles urbana concepción oriente unión comenzaron ser intervenidas sumando cuarta obra impulsa gobierno central,5 stars,POSITIVA
DOM inicia transformación de calles urbanas de San José Guayabal,https://www.contrapunto.com.sv/dom-inicia-transformacion-de-calles-urbanas-de-san-jose-guayabal/,2023-12-28T12:44:46-06:00,"Más de 1.7 kilómetros de calles urbanas de San José Guayabal, departamento de Cuscatlán, comenzaron a ser intervenidas por la DOM.",Diario Digital Contra Punto,Política,,Web Page,dom inicia transformación calles urbana san josé guayabal,17 kilómetros calles urbana san josé guayabal departamento cuscatlán comenzaron ser intervenidas dom,1 star,NEGATIVA
Más de 35 mil extranjeros han visitado El Salvador en diciembre,https://www.contrapunto.com.sv/mas-de-35-mil-extranjeros-han-visitado-el-salvador-en-diciembre/,2023-12-27T15:55:14-06:00,"Más de 37,000 turistas extranjeros han ingresado a El Salvador, siendo el 50% proveniente de Estados Unidos, un 18% de Honduras, un 15% de Guatemala y el 17% restante de diversas partes del mundo.",Diario Digital Contra Punto,Política,,Web Page,35 mil extranjeros visitado salvador diciembre,37000 turistas extranjeros ingresado salvador siendo 50 proveniente unidos 18 honduras 15 guatemala 17 restante diversas partes mundo,1 star,NEGATIVA
VMT: 59 accidentes de tránsito durante el 24 de diciembre,https://www.contrapunto.com.sv/vmt-59-accidentes-de-transito-durante-el-24-de-diciembre/,2023-12-26T15:36:06-06:00,Aumenta los accidentes de tránsito durante la temporada festiva del 24 de diciembre con 59 percances viales y más de 40 lesionados. ,Diario Digital Contra Punto,Política,,Web Page,vmt 59 accidentes tránsito 24 diciembre,aumenta accidentes tránsito temporada festiva 24 diciembre 59 percances viales 40 lesionados,1 star,NEGATIVA
ISSS entrega bono e insumos a familia de primer bebé nacido en Navidad 2023,https://www.contrapunto.com.sv/isss-entrega-bono-e-insumos-a-familia-de-primer-bebe-nacido-en-navidad-2023/,2023-12-25T16:21:07-06:00,Eric Matías Flores Rosales fue el primer bebé nacido en la Navidad de 2023. Fue dado a luz en el Hospital Materno Infantil 1° de Mayo.,Diario Digital Contra Punto,Política,,Web Page,i entrega bono insumos familia primer bebé nacido navidad 2023,eric matías flores rosales primer bebé nacido navidad 2023 dado luz hospital materno infantil 1 mayo,5 stars,POSITIVA
DOM inicia reconstrucción de segundo centro escolar en Chalatenango,https://www.contrapunto.com.sv/dom-inicia-reconstruccion-de-segundo-centro-escolar-en-chalatenango/,2023-12-24T14:50:10-06:00,"Más de 200 estudiantes del cantón Obrajuelo, municipio de Agua Caliente, Chalatenango, serán beneficiados con la reconstrucción de su centro escolar.",Diario Digital Contra Punto,Política,,Web Page,dom inicia reconstrucción segundo centro escolar chalatenango,200 estudiantes cantón obrajuelo municipio agua caliente chalatenango beneficiados reconstrucción centro escolar,5 stars,POSITIVA
"Nueva calle El Tinteral, construida por la DOM, conectará carretera Panamericana y Cerro Verde",https://www.contrapunto.com.sv/nueva-calle-el-tinteral-construida-por-la-dom-conectara-carretera-panamericana-y-cerro-verde/,2023-12-24T14:31:14-06:00,"Esta obra conectará la carretera Panamericana, en las inmediaciones del desvío al turicentro Termos del Río y caseríos hacia el Cerro Verde.",Diario Digital Contra Punto,Política,,Web Page,nueva calle tinteral construida dom conectará carretera panamericana cerro verde,obra conectará carretera panamericana inmediaciones desvío turicentro termos río caseríos hacia cerro verde,4 stars,NEUTRAL
"DOM entrega 2da obra de mejoramiento vial en Talnique, La Libertad",https://www.contrapunto.com.sv/dom-entrega-2da-obra-de-mejoramiento-vial-en-talnique-la-libertad/,2023-12-23T13:52:43-06:00,"DOM entregó la segunda calle moderna y segura a los más de 300 habitantes de cantón Los Cipreses en Talnique, La Libertad.",Diario Digital Contra Punto,Política,,Web Page,dom entrega 2da obra mejoramiento vial talnique libertad,dom entregó segunda calle moderna segura 300 habitantes cantón cipreses talnique libertad,1 star,NEGATIVA
"DOM inicia reconstrucción total de centro escolar de Santo Domingo, San Vicente",https://www.contrapunto.com.sv/dom-inicia-reconstruccion-total-de-centro-escolar-de-santo-domingo-san-vicente/,2023-12-23T13:38:36-06:00,"DOM inició la reconstrucción total del Centro Escolar Doctor Esteban Castro del municipio de Santo Domingo, San Vicente, como parte del Programa de Mejora de la Calidad y Cobertura Educativa: Nacer, Crecer, Aprender.",Diario Digital Contra Punto,Política,,Web Page,dom inicia reconstrucción total centro escolar santo domingo san vicente,dom inició reconstrucción total centro escolar doctor esteban castro municipio santo domingo san vicente parte programa mejora calidad cobertura educativa nacer crecer aprender,4 stars,NEUTRAL
El nuevo gobierno argentino de Javier Milei condena en la ONU a Rusia por su invasión a Ucrania ,https://www.contrapunto.com.sv/el-nuevo-gobierno-argentino-de-javier-milei-condena-en-la-onu-a-rusia-por-su-invasion-a-ucrania/,2023-12-20T07:31:07-06:00,Implacable informe de violaciones de los derechos humanos cometidas por Rusia detectadas por funcionarios de la ONU desplegados en Ucrania.,Diario Digital Contra Punto,Internacionales,,Web Page,nuevo gobierno argentino javier milei condena onu rusia invasión ucrania,implacable informe violaciones derechos humanos cometidas rusia detectadas funcionarios onu desplegados ucrania,5 stars,POSITIVA
Verifican precios en los combustibles,https://diariolahuella.com/verifican-que-gasolineras-apliquen-los-nuevos-precios-en-los-combustibles/,2023-11-14T08:42:27-06:00,Los equipos de inspección de la Defensoría del Consumidor comprueban que tanto los precios exhibidos como los entregados en bombas corresponden a los establecidos. ,Diario La Huella,Nacionales,,Web Page,verifican precios combustible,equipos inspección defensoría consumidor comprueban precios exhibidos entregados bombas corresponden establecidos,1 star,NEGATIVA
Incorporarán recursos a instituciones para reforzar su funcionamiento,https://diariolahuella.com/incorporaran-recursos-a-instituciones-para-reforzar-su-funcionamiento/,2023-11-13T18:35:50-06:00,"La buena y efectiva labor que realiza el área de Impuestos Internos del Ministerio de Hacienda, a través del plan antievasión y anticontrabando, ha permitido un incremento de ingresos que podrán ser incorporados al presupuesto de la nación.",Diario La Huella,Nacionales,,Web Page,incorporarán recursos instituciones reforzar funcionamiento,buena efectiva labor realiza área impuestos internos ministerio hacienda través plan antievasión anticontrabando permitido incremento ingresos podrán ser incorporados presupuesto nación,4 stars,NEUTRAL
Implementan novedoso sistema para asegurar la calidad del agua,https://diariolahuella.com/implementan-novedoso-sistema-para-asegurar-la-calidad-del-agua/,2023-11-13T15:02:39-06:00,"Este sistema tiene el objetivo de reforzar los protocolos de control de calidad en la Planta Potabilizadora Torogoz, el cual está compuesto por tres boyas alimentadas por energía solar que utilizan tecnología de ultrasonido para reducir la propagación de microalgas.",Diario La Huella,Nacionales,,Web Page,implementan novedoso sistema asegurar calidad agua,sistema objetivo reforzar protocolos control calidad planta potabilizadora torogoz compuesto tres boyas alimentadas energía solar utilizan tecnología ultrasonido reducir propagación microalgas,4 stars,NEUTRAL
VIDEO | Automovilista desata acto de Intolerancia en San Miguel,https://diariolahuella.com/video-automovilista-desata-acto-de-intolerancia-en-san-miguel/,2023-11-13T14:56:13-06:00,"Un incidente de intolerancia ha sido captado en video y se viraliza en redes sociales, ocurriendo en San Miguel. ",Diario La Huella,Nacionales,,Web Page,video automovilista desata acto intolerancia san miguel,incidente intolerancia sido captado video viraliza redes sociales ocurriendo san miguel,1 star,NEGATIVA
Gobierno apuesta por el desarrollo tecnológico en el país,https://diariolahuella.com/gobierno-apuesta-por-el-desarrollo-tecnologico-en-el-pais/,2023-11-13T14:47:12-06:00,Esta iniciativa tiene como objetivo promover la inclusión social y el empoderamiento digital de estudiantes salvadoreños.,Diario La Huella,Nacionales,,Web Page,gobierno apuesta desarrollo tecnológico país,iniciativa objetivo promover inclusión social empoderamiento digital estudiantes salvadoreños,4 stars,NEUTRAL
VIDEO | Inusual despedida: Velorio en una discoteca en el departamento de La Unión,https://diariolahuella.com/video-inusual-despedida-velorio-en-una-discoteca-en-el-departamento-de-la-union/,2023-11-13T14:30:27-06:00,Este fin de semana se realizó un velorio que aparentemente tuvo lugar en una discoteca en el departamento La Unión.,Diario La Huella,Nacionales,,Web Page,video inusual despedida velorio discoteca departamento unión,fin semana realizó velorio aparentemente lugar discoteca departamento unión,1 star,NEGATIVA
Patrullajes preventivos para evitar saqueos de huevos de tortuga ,https://diariolahuella.com/patrullajes-preventivos-para-evitar-saqueos-de-huevos-de-tortuga/,2023-11-13T14:00:05-06:00,"La recolección de los huevos de tortuga marina, y su traslado a viveros autorizados, son acciones que realizan a través de Misión Océano, para proteger los neonatos y preservar estas especies.",Diario La Huella,Nacionales,,Web Page,patrullajes preventivos evitar saqueos huevos tortuga,recolección huevos tortuga marina traslado viveros autorizados acciones realizan través misión océano proteger neonatos preservar especies,4 stars,NEUTRAL
"FOTOS | Perro muerde a diputada de ARENA, Rosa Romero, mientras recorría territorio",https://diariolahuella.com/fotos-perro-muerde-a-diputada-de-arena-rosa-romero-mientras-recorria-territorio/,2023-11-13T12:06:11-06:00,"En un inusual incidente, la diputada de ARENA, Rosa Romero, sufrió un ataque por parte de un perro mientras recorría el territorio de La Paz.",Diario La Huella,Nacionales,,Web Page,fotos perro muerde diputada arena rosa romero mientras recorría territorio,inusual incidente diputada arena rosa romero sufrió ataque parte perro mientras recorría territorio paz,1 star,NEGATIVA
Prevén lluvias aisladas para horas de la tarde ,https://diariolahuella.com/preven-lluvias-aisladas-para-horas-de-la-tarde/,2023-11-13T11:17:30-06:00,"Durante el día, el cielo estará de medio nublado a nublado.",Diario La Huella,Nacionales,,Web Page,prevén lluvias aisladas horas tarde,día cielo medio nublado nublado,1 star,NEGATIVA
"Mujer es condenada por exigir $1,500 a su víctima",https://diariolahuella.com/mujer-es-condenada-por-exigir-1500-a-su-victima/,2023-11-13T11:16:20-06:00,"En abril de 2009, la víctima denunció que era atemorizada por sujetos que se identificaban como miembros de la pandilla 18, quienes, a través de llamadas telefónicas, le exigían 1,500 dólares. ",Diario La Huella,Nacionales,,Web Page,mujer condenada exigir 1500 víctima,abril 2009 víctima denunció atemorizada sujetos identificaban miembros pandilla 18 través llamadas telefónicas exigían 1500 dólares,1 star,NEGATIVA
Juramentan a integrantes la Junta Electoral de Votos en el Extranjero ,https://diariolahuella.com/juramentan-a-integrantes-la-junta-electoral-de-votos-en-el-extranjero/,2023-11-13T16:29:26-06:00,"Por primera vez en la historia, los salvadoreños podrán votar de manera electrónica para elegir a presidente y vicepresidente de la República y diputados a la Asamblea Legislativa, en elecciones programas para el 4 de febrero de 2024.",Diario La Huella,Política,,Web Page,juramentan integrantes junta electoral votos extranjero,primera vez historia salvadoreños podrán votar manera electrónica elegir presidente vicepresidente república diputados asamblea legislativa elecciones programas 4 febrero 2024,1 star,NEGATIVA
Julia Evelyn sobre inscripción de Bukele: “A la oposición le cayó como balde de agua fría”,https://diariolahuella.com/julia-evelyn-sobre-inscripcion-de-bukele-a-la-oposicion-le-cayo-como-balde-de-agua-fria/,2023-11-13T09:31:11-06:00,"Para Martínez, los candidatos de oposición estaban confiados e ilusionados en que el Presidente Bukele no se inscribiría para buscar un segundo mandato, porque el gobierno de EE.UU. iba a intervenir su candidatura.",Diario La Huella,Política,,Web Page,julia evelyn inscripción bukele oposición cayó balde agua fría,martínez candidatos oposición confiados ilusionados presidente bukele inscribiría buscar segundo mandato gobierno eeuu iba intervenir candidatura,1 star,NEGATIVA
FMLN reclama el pago de la deuda política,https://diariolahuella.com/fmln-reclama-el-pago-de-la-deuda-politica/,2023-11-13T09:27:19-06:00,“Hay una realidad de incumplimiento de Ley. Todos los partidos tienen por derecho a recibir este financiamiento (deuda política)”: Diputada Anabel Belloso.,Diario La Huella,Política,,Web Page,fmln reclama pago deuda política,realidad incumplimiento ley partidos derecho recibir financiamiento deuda política diputada anabel belloso,1 star,NEGATIVA
Anuncian más presupuesto para entrega de becas,https://diariolahuella.com/anuncian-mas-presupuesto-para-entrega-de-becas/,2023-11-10T09:15:02-06:00,Ernesto Castro destacó que el apoyo de este tipo de iniciativas fomenta el desarrollo de los menores de edad y contribuye a que se conviertan en ciudadanos de bien. ,Diario La Huella,Política,,Web Page,anuncian presupuesto entrega becas,ernesto castro destacó apoyo tipo iniciativas fomenta desarrollo menores edad contribuye conviertan ciudadanos bien,4 stars,NEUTRAL
"Abogado constitucionalista sobre recursos de nulidad: “Se puede estar en esa discusión, pero no le veo futuro en esa parte”",https://diariolahuella.com/abogado-constitucionalista-sobre-recursos-de-nulidad-se-puede-estar-en-esa-discusion-pero-no-le-veo-futuro-en-esa-parte/,2023-11-09T10:32:06-06:00,"El partido ARENA y Nuestro Tiempo, han presentado solicitudes de nulidad a la inscripción del candidato presidencial de Nuevas Ideas.",Diario La Huella,Política,,Web Page,abogado constitucionalista recursos nulidad puede discusión veo futuro parte,partido arena tiempo presentado solicitude nulidad inscripción candidato presidencial nuevas idea,1 star,NEGATIVA
Luis Parada dice que la seguridad en El Salvador es una “ilusión”,https://diariolahuella.com/luis-parada-dice-que-la-seguridad-en-el-salvador-es-una-ilusion/,2023-11-07T09:37:55-06:00,"El Salvador se ha convertido en uno de los países más seguros de la región, tras la implementación del Plan Control Territorial y el Régimen de Excepción, según datos del Ejecutivo.",Diario La Huella,Política,,Web Page,luis parada dice seguridad salvador ilusión,salvador convertido países seguros región tras implementación plan control territorial régimen excepción según datos ejecutivo,3 stars,NEUTRAL
Diputados del PARLACEN abordan temas de interés para la región y de beneficio para salvadoreños,https://diariolahuella.com/diputados-del-parlacen-abordan-temas-de-interes-para-la-region-y-de-beneficio-para-salvadorenos/,2023-11-06T12:12:47-06:00,"Durante las diferentes sesiones, los parlamentarios europeos, centroamericanos y sudamericanos intercambiaron experiencias, compartieron problemas comunes y buscaron soluciones conjuntas para hacer frente a una realidad global.",Diario La Huella,Política,,Web Page,diputados parlacen abordan temas interés región beneficio salvadoreños,diferentes sesiones parlamentarios europeos centroamericanos sudamericanos intercambiaron experiencias compartieron problemas comunes buscaron soluciones conjuntas hacer frente realidad global,3 stars,NEUTRAL
ARENA pide al TSE anular inscripción de Nayib Bukele,https://diariolahuella.com/arena-pide-al-tse-anular-inscripcion-de-nayib-bukele/,2023-11-06T10:49:35-06:00,"El Organismo Colegiado aprobó la inscripción de la fórmula presidencial de Nuevas Ideas con cuatro de cinco votos, ya que el magistrado Julio Olivo se abstuvo.",Diario La Huella,Política,,Web Page,arena pide tse anular inscripción nayib bukele,organismo colegiado aprobó inscripción fórmula presidencial nuevas idea cuatro cinco votos magistrado julio olivo abstuvo,1 star,NEGATIVA
Afluencia masiva en consulados de EE. UU. para tramitar el DUI y votar por primera vez,https://diariolahuella.com/afluencia-masiva-en-consulados-de-ee-uu-para-tramitar-el-dui-y-votar-por-primera-vez/,2023-11-04T14:03:59-06:00,"También se están realizando jornadas móviles para tramitar el documento por: primera vez, renovación y modificación, para acercar el servicio a los connacionales. ",Diario La Huella,Política,,Web Page,afluencia masiva consulados ee uu tramitar duo votar primera vez,realizando jornadas móviles tramitar documento primera vez renovación modificación acercar servicio connacionales,4 stars,NEUTRAL
Magistrado del TSE afín al FMLN se abstiene de votar por inscripción de candidatura presidencial de Nayib Bukele,https://diariolahuella.com/magistrado-del-tse-afin-al-fmln-se-abstiene-de-votar-por-inscripcion-de-candidatura-presidencial-de-nayib-bukele/,2023-11-03T14:48:45-06:00,"De acuerdo con el ente colegiado, esta inscripción obtuvo cuatro votos a favor y la abstención de Olivo, luego de corroborar que cumplen los requisitos legales.",Diario La Huella,Política,,Web Page,magistrado tse afín fmln abstiene votar inscripción candidatura presidencial nayib bukele,acuerdo ente colegiado inscripción obtuvo cuatro votos favor abstención olivo luego corroborar cumplen requisitos legales,1 star,NEGATIVA
